ID,test_type,assessment,age,gender,education_level,raw_score,gameplays_prior,unique_days_prior,gametime_prior,days_since_first_test,ethnicity,pretest_score,delta,english_nativelang,years_edu,edu_cat,imaginary_screensize,eyesight_z
18625,post,AR,15,female,some high school,17,380,334,102.2488292,74.25,white,99.27980911701225,9.10874554716635,yes,10,hs,1322,0.1582030336564046
57788,post,AR,54,female,bachelors degree,13,469,410,92.69003596666667,91,unspecified,102.39649297175713,-6.039871779654476,unspecified,NA,college,1310,0.5509526009928383
8473,post,AR,47,female,bachelors degree,19,2365,1605,962.8596191833334,99.70833333333333,white,105.31617807887685,9.060645457730942,yes,16,college,1330,0.12653363142792362
16777,post,AR,21,female,associates or some college,14,352,231,161.2823433,90,unspecified,99.27980911701225,0,unspecified,NA,college,1319,-0.35963269677200327
31751,post,AR,46,female,bachelors degree,15,1152,340,289.6398030666667,69.70833333333333,white,99.27980911701225,3.1166838547448776,yes,17,college,1323,-0.8272258601051995
18511,post,AR,51,male,bachelors degree,12,241,158,46.33212983333333,74.83333333333333,white,96.35662119210265,-3.1369087409638325,yes,16,college,1315,-1.5826962991236337
3796,post,AR,26,female,bachelors degree,12,346,211,89.64006738333333,70.875,asian,96.35662119210265,-3.1369087409638325,no,16,college,1325,-0.4807341744690002
26421,post,AR,56,female,bachelors degree,12,491,332,125.41803505,146.58333333333334,white,99.27980911701225,-6.060096665873431,yes,17,college,1329,-1.1176125599292082
3215,post,AR,36,female,bachelors degree,15,63,61,14.277498683333334,90.79166666666667,white,114.37682353660779,-11.98033056485066,yes,18,college,1322,0.4066881679185308
59020,post,AR,59,female,bachelors degree,12,400,344,76.63678546666667,69.83333333333333,white,99.27980911701225,-6.060096665873431,yes,16,college,1317,-0.6342818326472973
18236,post,AR,58,female,bachelors degree,11,943,903,169.15245771666667,69.66666666666667,white,96.35662119210265,-6.109181740893106,yes,16,college,1310,-1.1043083221649046
26811,post,AR,34,male,bachelors degree,19,181,180,35.64501225,128.91666666666666,hispanic,123.17127353035382,-8.794449993746028,yes,16,college,1320,0.2165430900828258
22899,post,AR,57,female,associates or some college,13,119,38,22.758807,97.95833333333333,unspecified,87.04122872468464,9.315392467418008,yes,14,college,1332,-1.4167811677996256
51990,post,AR,56,male,masters degree or equivalent,18,239,234,46.15215925,70.79166666666667,white,108.3885546641786,2.9181959098016677,unspecified,18,postcollege,1321,-0.9756528457368014
40833,post,AR,52,female,masters degree or equivalent,20,115,110,27.605406783333333,70.29166666666667,white,117.29430352573115,0,yes,19,postcollege,1310,0.9543077333747962
11821,post,AR,27,male,associates or some college,9,205,189,36.1856546,246.25,white,105.31617807887685,-21.399797363317177,yes,13,college,1312,-1.481526656728702
24457,post,AR,58,male,associates or some college,17,165,151,34.761761033333336,69.95833333333333,unspecified,96.35662119210265,12.031933472075949,unspecified,NA,college,1331,-0.14595954118374013
32184,post,AR,59,male,associates or some college,19,273,263,62.960730733333335,71.04166666666667,white,114.37682353660779,0,yes,14,college,1305,0.40288747832187266
12978,post,AR,36,male,bachelors degree,17,252,225,47.93097803333333,97.875,unspecified,99.27980911701225,9.10874554716635,unspecified,NA,college,1323,-0.5758635449309206
36750,post,AR,55,female,associates or some college,12,48,48,8.975265666666667,193.66666666666666,white,99.27980911701225,-6.060096665873431,yes,14,college,1304,-0.3549479332944112
29889,post,AR,53,male,high school,24,1679,257,406.7887084166667,83.95833333333333,white,108.3885546641786,20.75134010055953,yes,11,hs,1320,1.4938663155821776
50771,post,AR,59,male,phd,16,72,68,14.81006505,70.04166666666667,white,105.31617807887685,0,yes,20,postcollege,1314,2.1812067504050296
27679,post,AR,21,male,bachelors degree,11,73,58,19.164914083333333,190.125,white,96.35662119210265,-6.109181740893106,no,14,college,1331,-0.8077701298988856
12477,post,AR,56,female,bachelors degree,16,265,229,60.32187465,123.29166666666667,white,93.21971245113882,12.096465627738027,yes,16,college,1319,0.36063722431246786
32610,post,AR,48,female,bachelors degree,17,537,474,103.01140503333333,70.91666666666667,white,96.35662119210265,12.031933472075949,yes,16,college,1323,0.10188897930729317
61420,post,AR,54,female,phd,9,827,398,206.29549963333335,69.79166666666667,white,73.62967004333692,10.286710672222753,yes,20,postcollege,1341,-1.6948691292850089
20442,post,AR,29,female,associates or some college,12,164,141,54.00379146666667,78.875,white,93.21971245113882,0,yes,14,college,1310,-0.5049764791216459
11190,post,AR,28,female,bachelors degree,21,198,163,39.02507108333334,77,asian,126.13779899619367,-5.802251612955743,yes,16,college,1315,0.8158478420638928
63422,post,AR,53,female,masters degree or equivalent,20,259,250,59.249345516666665,94.95833333333333,unspecified,114.37682353660779,2.9174799891233647,unspecified,NA,postcollege,1303,1.1092393796874063
62099,post,AR,57,female,associates or some college,12,182,178,34.184790416666665,90.875,unspecified,90.24743945120954,2.972272999929274,unspecified,NA,college,1326,0.37711512916223927
53381,post,AR,43,male,associates or some college,19,124,117,29.283248516666667,77.75,white,114.37682353660779,0,yes,14,college,1316,0.08274541208439301
32304,post,AR,40,female,masters degree or equivalent,22,243,243,48.54648216666667,69.625,white,114.37682353660779,8.794449993746028,yes,20,postcollege,1320,1.6238538726314522
994,post,AR,56,female,associates or some college,11,3905,3745,821.0858216833334,90,unspecified,99.27980911701225,-9.032369665802705,unspecified,NA,college,1338,-0.10859804920793184
49967,post,AR,46,female,associates or some college,17,216,207,47.62809705,70.66666666666667,hispanic,120.33554738323792,-11.946992719059324,no,14,college,1311,-0.046340086807131614
25921,post,AR,52,female,masters degree or equivalent,15,1145,446,325.8305968,69.95833333333333,asian,93.21971245113882,9.176780520618308,no,19,postcollege,1308,1.265510765151966
29232,post,AR,33,female,bachelors degree,18,116,107,23.72278336666667,69.91666666666667,unspecified,90.24743945120954,21.059311122770723,unspecified,NA,college,1317,1.5418515243906072
33270,post,AR,42,male,some high school,9,60,59,10.794863666666666,69.5,white,70.13496580221123,13.781414913348442,yes,11,hs,1333,-1.057707068291539
1806,post,AR,38,female,masters degree or equivalent,29,1067,390,456.01626980000003,70.25,white,135.20157075228917,8.34820867502026,no,18,postcollege,1286,1.8382091304211248
61706,post,AR,31,female,masters degree or equivalent,10,251,113,92.47909193333334,92.875,unspecified,105.31617807887685,-18.274949354192202,unspecified,NA,postcollege,1318,-1.0026472059686713
38497,post,AR,29,female,bachelors degree,12,149,146,35.18509486666667,69.91666666666667,native_american,87.04122872468464,6.178483726454175,yes,16,college,1322,-0.9039685351495501
48117,post,AR,23,male,high school,18,27,27,9.137201166666667,309,white,102.39649297175713,8.91025760222314,yes,14,hs,1312,0.6909145646332123
10886,post,AR,49,unspecified,unspecified,18,1984,1644,585.5980556666667,70.5,white,111.30675057398027,0,unspecified,14,unspecified,1293,1.5475946644418968
32651,post,AR,51,female,masters degree or equivalent,20,959,231,345.57899148333337,70.58333333333333,white,108.3885546641786,8.905748861552553,yes,18,postcollege,1327,-0.5874727537121809
66093,post,AR,55,female,high school,18,346,346,67.29249915,90,unspecified,93.21971245113882,18.08703812284145,unspecified,NA,hs,1327,0.7002812674414066
34400,post,AR,40,female,bachelors degree,16,336,200,102.62901624999999,189.25,white,96.35662119210265,8.959556886774195,yes,16,college,1315,0.45784190716532713
41602,post,AR,40,female,unspecified,11,684,364,210.5523214,70.5,white,87.04122872468464,3.206210726524901,yes,15,unspecified,1307,-0.1769693130796941
7992,post,AR,30,male,associates or some college,22,611,590,110.97707998333334,386.6666666666667,white,123.17127353035382,0,yes,14,college,1326,1.0167507814167367
38592,post,AR,37,female,phd,19,667,642,234.01312041666668,69.95833333333333,white,120.33554738323792,-5.958723846630136,yes,20,postcollege,1317,0.7819227107768575
26359,post,AR,43,female,masters degree or equivalent,20,585,311,175.46200728333332,69.95833333333333,white,96.35662119210265,20.9376823336285,yes,20,postcollege,1321,1.6415397173936348
59483,post,AR,50,female,bachelors degree,18,257,247,56.99845663333333,90.75,unspecified,111.30675057398027,0,unspecified,NA,college,1329,0.4481048206834187
38285,post,AR,58,female,associates or some college,20,2270,646,502.27371493333334,134.75,white,111.30675057398027,5.987552951750885,yes,12,college,1315,0.7383939516938762
29879,post,AR,18,male,high school,20,85,83,21.516645883333332,125,pacific_islander,117.29430352573115,0,yes,12,hs,1301,0.9897641598059603
64470,post,AR,59,male,masters degree or equivalent,16,110,108,20.525274,104.75,unspecified,105.31617807887685,0,unspecified,NA,postcollege,1304,-0.7684450668682179
25138,post,AR,40,male,bachelors degree,17,1212,392,289.67221739999997,70.83333333333333,hispanic,102.39649297175713,5.992061692421473,no,16,college,1324,0.17664166314401944
63301,post,AR,50,male,bachelors degree,12,722,211,131.46362101666668,115.95833333333333,hispanic,90.24743945120954,2.972272999929274,no,18,college,1334,-0.5152517892220578
9097,post,AR,54,male,bachelors degree,17,406,394,63.697926933333335,71.91666666666667,white,99.27980911701225,9.10874554716635,yes,16,college,1315,0.31361526958686614
3782,post,AR,44,male,masters degree or equivalent,21,246,246,48.38821958333333,70.83333333333333,white,114.37682353660779,5.958723846630136,yes,18,postcollege,1311,0.8039333132273041
8939,post,AR,27,male,bachelors degree,14,426,218,121.08201346666667,91.16666666666667,unspecified,105.31617807887685,-6.036368961864596,unspecified,NA,college,1317,-0.434879118656466
60805,post,AR,21,female,bachelors degree,9,169,107,57.413886600000005,194,white,87.04122872468464,-3.1248480091249746,yes,16,college,1334,-0.7808842623727273
60892,post,AR,52,male,associates or some college,25,2436,728,1038.5730623166667,71.33333333333333,white,123.17127353035382,9.068430485888868,yes,12,college,1320,1.9681242209232885
15219,post,AR,53,male,bachelors degree,18,80,80,15.2301125,100.33333333333333,unspecified,111.30675057398027,0,unspecified,NA,college,1323,0.33814779706063985
1006,post,AR,45,male,associates or some college,15,3394,2212,881.5657936333333,69.75,white,114.37682353660779,-11.98033056485066,yes,12,college,1298,-0.013871907991213468
65404,post,AR,28,male,masters degree or equivalent,22,278,261,61.22114105,94.625,unspecified,117.29430352573115,5.876970004622663,unspecified,NA,postcollege,1323,0.6720092471391151
28036,post,AR,37,unspecified,unspecified,12,100,98,23.041059816666667,70.91666666666667,white,96.35662119210265,-3.1369087409638325,yes,17,unspecified,1335,-1.1723223868849844
21383,post,AR,58,male,bachelors degree,8,482,374,128.795035,77,white,90.24743945120954,-9.715763586533598,yes,16,college,1312,-1.799171998115468
58681,post,AR,21,female,associates or some college,16,461,287,180.62820383333334,75.66666666666667,white,108.3885546641786,-3.072376585301754,yes,15,college,1314,0.18104690885681385
47891,post,AR,34,male,bachelors degree,22,265,253,51.862244833333335,73.95833333333333,white,117.29430352573115,5.876970004622663,yes,17,college,1316,0.8905835472908057
31026,post,AR,36,male,masters degree or equivalent,23,989,224,328.1431869,83.08333333333333,white,114.37682353660779,11.760975459585879,yes,19,postcollege,1294,0.8355299645607672
46829,post,AR,57,female,associates or some college,21,311,250,74.4063101,69.75,white,108.3885546641786,11.946992719059324,yes,14,college,1327,0.06210828465448275
11984,post,AR,48,male,high school,9,68,66,10.62990165,86.04166666666667,white,90.24743945120954,-6.331058735649876,yes,12,hs,1335,-0.72797078050377
63303,post,AR,23,male,unspecified,9,377,287,128.44051733333333,115.41666666666667,unspecified,90.24743945120954,-6.331058735649876,unspecified,NA,unspecified,1308,-0.7269653771148709
9080,post,AR,38,female,associates or some college,10,637,527,143.04215796666668,87.04166666666667,white,87.04122872468464,0,yes,14,college,1326,-0.9398646404414699
66985,post,AR,51,female,associates or some college,17,111,110,21.185036,112.79166666666667,unspecified,90.24743945120954,18.141115212969055,unspecified,NA,college,1293,0.08171924786412416
60485,post,AR,53,female,bachelors degree,15,423,340,117.87016111666667,206.54166666666666,white,99.27980911701225,3.1166838547448776,yes,16,college,1315,-0.5317882644605785
15012,post,AR,27,unspecified,bachelors degree,17,163,163,29.46249896666667,91,unspecified,120.33554738323792,-11.946992719059324,unspecified,NA,college,1312,1.3048579628233734
43493,post,AR,26,male,associates or some college,18,711,276,158.77917625,266.7083333333333,black,111.30675057398027,0,yes,15,college,1289,0.2454278246327775
10388,post,AR,29,female,associates or some college,21,164,143,38.12105211666667,95.375,hispanic,108.3885546641786,11.946992719059324,yes,16,college,1319,1.344957782693408
35913,post,AR,41,male,unspecified,24,136,127,30.86530296666667,71,white,126.13779899619367,3.0020957685444642,yes,15,unspecified,1301,1.5817377806213913
43193,post,AR,52,female,associates or some college,15,460,429,96.4270839,89.91666666666667,white,111.30675057398027,-8.91025760222314,yes,14,college,1307,-1.3471887342734066
19807,post,AR,47,female,masters degree or equivalent,11,446,149,87.54072701666666,135.75,hispanic,83.91638071555967,6.331058735649876,no,18,postcollege,1328,-1.444776306087866
54567,post,AR,16,male,some high school,13,180,166,40.20607501666667,71.875,white,96.35662119210265,0,yes,11,hs,1333,-0.30755672933601935
13610,post,AR,51,male,masters degree or equivalent,14,1083,1082,212.40085493333333,106.25,unspecified,99.27980911701225,0,unspecified,NA,postcollege,1305,-1.6353408300708683
66206,post,AR,28,male,unspecified,3,251,248,52.9830684,99.58333333333333,unspecified,77.24992505278499,-15.048346712019764,unspecified,NA,unspecified,1314,-1.9391556603312536
44283,post,AR,26,female,bachelors degree,14,389,187,85.58521841666666,70.04166666666667,asian,99.27980911701225,0,no,16,college,1307,-0.7193277036376488
46590,post,AR,43,female,masters degree or equivalent,11,628,390,203.2826746,70.04166666666667,white,96.35662119210265,-6.109181740893106,yes,18,postcollege,1322,-1.2709986554081014
4974,post,AR,41,female,bachelors degree,12,622,387,216.45177298333334,70.20833333333333,white,77.24992505278499,15.96978739835383,yes,17,college,1324,-1.805867640843225
11621,post,AR,56,male,high school,20,647,647,125.4022212,210.20833333333334,white,111.30675057398027,5.987552951750885,yes,12,hs,1309,1.2519024846729938
26695,post,AR,55,female,bachelors degree,13,147,124,40.517052166666666,92.91666666666667,native_american,99.27980911701225,-2.9231879249095982,yes,14,college,1322,0.052063201204386234
61795,post,AR,31,female,masters degree or equivalent,15,657,357,189.19327643333335,69.70833333333333,asian,102.39649297175713,0,no,18,postcollege,1299,-0.36375863175732914
54841,post,AR,31,male,associates or some college,22,1638,689,663.4476264833334,109.83333333333333,white,114.37682353660779,8.794449993746028,yes,14,college,1321,1.7267482136963739
37041,post,AR,23,female,masters degree or equivalent,18,121,118,22.044129616666666,118,asian,114.37682353660779,-3.0700729626275205,no,17,postcollege,1318,0.2778782640170482
63305,post,AR,24,female,bachelors degree,22,805,510,254.86237538333336,89.91666666666667,white,123.17127353035382,0,yes,NA,college,1287,0.9263845108807283
68562,post,AR,28,female,bachelors degree,22,382,164,158.74044303333335,100.16666666666667,unspecified,114.37682353660779,8.794449993746028,unspecified,NA,college,1315,1.536666274588487
20604,post,AR,30,female,bachelors degree,17,580,485,106.44943181666667,69.875,white,102.39649297175713,5.992061692421473,yes,16,college,1322,0.35702415384766556
57102,post,AR,52,female,bachelors degree,18,246,213,51.769721600000004,74.95833333333333,white,117.29430352573115,-5.987552951750885,yes,16,college,1330,0.9875055465570521
32710,post,AR,58,unspecified,unspecified,12,132,128,26.238619083333333,71.91666666666667,white,77.24992505278499,15.96978739835383,no,14,unspecified,1330,-1.2602292949144782
10911,post,AR,56,male,bachelors degree,16,1845,871,558.9914782,74.91666666666667,unspecified,102.39649297175713,2.9196851071197187,unspecified,NA,college,1308,-0.4881210984896203
5481,post,AR,47,male,bachelors degree,21,423,406,82.1179894,101.04166666666667,white,105.31617807887685,15.019369304361078,unspecified,16,college,1301,1.1340552094084468
67410,post,AR,42,female,unspecified,9,570,256,130.48091806666667,96.04166666666667,unspecified,102.39649297175713,-18.480112256197458,unspecified,NA,unspecified,1307,-1.4711611521924448
1623,post,AR,45,male,masters degree or equivalent,23,6454,1958,1867.6605124333335,91,unspecified,129.13989476473813,-3.0020957685444642,unspecified,NA,postcollege,1323,1.9517193531903416
56240,post,AR,29,female,masters degree or equivalent,26,601,386,274.1860011666667,70,white,120.33554738323792,14.866023369051248,yes,20,postcollege,1294,1.073247272204042
907,post,AR,53,female,bachelors degree,15,302,280,64.38819736666667,70,white,105.31617807887685,-2.9196851071197187,yes,16,college,1307,-1.1271707376936047
65006,post,AR,25,female,masters degree or equivalent,17,417,401,89.24650445,125.70833333333333,unspecified,102.39649297175713,5.992061692421473,unspecified,NA,postcollege,1311,-0.21607346303478717
30314,post,AR,51,female,high school,14,245,214,111.25189393333333,170.58333333333334,white,96.35662119210265,2.9231879249095982,yes,12,hs,1326,-1.104315662861907
19361,post,AR,41,unspecified,associates or some college,14,365,268,89.64273195,94.875,white,96.35662119210265,2.9231879249095982,yes,14,college,1309,-0.71590213040648
41063,post,AR,16,male,high school,20,186,176,45.41543926666667,70.875,white,108.3885546641786,8.905748861552553,yes,10,hs,1303,0.4840599475824613
45965,post,AR,43,female,associates or some college,12,653,562,220.92672658333333,70.29166666666667,white,105.31617807887685,-12.096465627738027,yes,15,college,1337,-0.8093219565082325
58841,post,AR,54,male,masters degree or equivalent,17,193,193,37.74950941666667,71.125,white,105.31617807887685,3.072376585301754,yes,18,postcollege,1304,-0.4664123576039997
18557,post,AR,56,unspecified,associates or some college,16,19,19,3.3072375000000003,139.91666666666666,unspecified,102.39649297175713,2.9196851071197187,unspecified,NA,college,1301,-0.6049512098958224
28295,post,AR,29,male,bachelors degree,18,251,222,69.65672005,70.95833333333333,white,114.37682353660779,-3.0700729626275205,yes,16,college,1311,0.5697982316319343
3818,post,AR,25,male,bachelors degree,9,110,80,24.27749635,104.125,other,83.91638071555967,0,yes,16,college,1333,-0.6453340511522494
59823,post,AR,59,male,bachelors degree,7,401,350,120.57859126666668,257.4166666666667,hispanic,65.86309335852766,11.386831694257324,no,18,college,1318,-1.4467727108403514
7630,post,AR,54,male,phd,13,90,90,16.517373866666667,81,native_american,108.3885546641786,-12.031933472075949,yes,20,postcollege,1336,-1.040782924621533
28137,post,AR,22,male,associates or some college,28,514,240,111.12778423333333,71.20833333333333,asian,129.13989476473813,11.57754853621222,yes,15,college,1300,1.664537533761632
40266,post,AR,56,female,unspecified,7,141,123,34.8045828,84.79166666666667,white,83.91638071555967,-6.6664556627746805,yes,14,unspecified,1338,-1.6920055543142993
16084,post,AR,35,female,masters degree or equivalent,14,64,62,10.6501313,69.33333333333333,hispanic,105.31617807887685,-6.036368961864596,no,18,postcollege,1306,-0.05145827924483439
41044,post,AR,54,female,bachelors degree,18,188,187,40.87437991666667,72.20833333333333,white,114.37682353660779,-3.0700729626275205,yes,16,college,1305,0.5498589297374363
36095,post,AR,50,male,bachelors degree,16,119,115,22.30280595,70.25,white,90.24743945120954,15.068738627667301,yes,16,college,1308,-0.20046784980546745
58658,post,AR,48,female,associates or some college,14,273,165,69.53079285,70.83333333333333,white,87.04122872468464,12.238580392327606,yes,14,college,1328,-0.20707302244394982
23091,post,AR,15,female,some high school,11,694,417,188.7451051,70.54166666666667,white,102.39649297175713,-12.149053520547582,yes,10,hs,1305,-0.9604982501863761
67075,post,AR,57,female,associates or some college,11,500,346,185.17937223333334,90,unspecified,96.35662119210265,-6.109181740893106,unspecified,NA,college,1333,0.03590938152586221
15493,post,AR,29,female,masters degree or equivalent,15,132,126,26.960145416666666,101,unspecified,99.27980911701225,3.1166838547448776,unspecified,NA,postcollege,1297,-0.3999105649616452
5685,post,AR,24,male,associates or some college,13,367,280,137.46262959999999,109.29166666666667,white,99.27980911701225,-2.9231879249095982,yes,12,college,1303,-0.5361016052931519
51418,post,AR,20,female,associates or some college,12,224,193,54.76486943333333,195.625,hispanic,87.04122872468464,6.178483726454175,yes,15,college,1326,-0.963433544795554
42860,post,AR,27,female,associates or some college,13,407,344,113.01510940000001,70.66666666666667,white,120.33554738323792,-23.978926191135272,no,14,college,1331,-1.0290157349196343
21026,post,AR,39,female,masters degree or equivalent,19,1226,892,270.49634385,88.66666666666667,black,111.30675057398027,3.0700729626275205,yes,20,postcollege,1316,0.059984641763847595
63658,post,AR,27,male,masters degree or equivalent,26,114,111,18.9731698,180.875,unspecified,132.23970401624268,2.9618667360464883,unspecified,NA,postcollege,1284,1.2846040808254895
64522,post,AR,52,female,masters degree or equivalent,18,2377,1089,1069.4667423833334,89.875,unspecified,111.30675057398027,0,unspecified,NA,postcollege,1323,-0.5851083004355073
39546,post,AR,56,female,high school,18,142,141,31.406750233333334,70.16666666666667,white,99.27980911701225,12.026941456968018,yes,12,hs,1307,0.399956071948148
46768,post,AR,25,male,high school,17,498,356,146.25223498333335,69.875,white,87.04122872468464,21.347325939493956,yes,12,hs,1297,-0.011786563457031315
39021,post,AR,52,female,masters degree or equivalent,18,249,224,62.77831836666667,72.04166666666667,white,99.27980911701225,12.026941456968018,yes,18,postcollege,1309,1.1775473139800425
1201,post,AR,26,female,associates or some college,16,253,119,114.1744581,176.04166666666666,unspecified,80.53167586467595,24.7845022142009,unspecified,NA,college,1323,-0.03948935276045209
37565,post,AR,56,female,high school,11,562,426,220.44929211666667,71,white,93.21971245113882,-2.972272999929274,yes,12,hs,1335,-1.493270865667068
25390,post,AR,22,male,bachelors degree,20,108,103,19.043418533333334,155.45833333333334,unspecified,114.37682353660779,2.9174799891233647,no,15,college,1316,0.9960420303053004
68746,post,AR,47,female,bachelors degree,19,837,345,283.7356975166667,89.5,unspecified,96.35662119210265,18.020202344505137,unspecified,NA,college,1295,1.0582687001434965
27294,post,AR,23,female,high school,6,471,331,128.16793383333334,75.91666666666667,white,73.62967004333692,0,yes,12,hs,1327,-1.7595385188183026
20638,post,AR,59,female,associates or some college,13,507,381,118.01050283333333,80.08333333333333,white,96.35662119210265,0,yes,13,college,1326,-1.7356105773635722
16822,post,AR,47,male,associates or some college,16,189,187,28.763162983333334,171.375,white,117.29430352573115,-11.978125446854307,yes,14,college,1325,-0.09822871259149965
35690,post,AR,57,female,masters degree or equivalent,12,33,33,7.710851000000001,154.375,black,87.04122872468464,6.178483726454175,yes,19,postcollege,1313,0.1264406877092501
63269,post,AR,43,male,associates or some college,12,321,314,69.65970336666666,90.54166666666667,white,70.13496580221123,23.08474664892759,no,13,college,1309,-1.0689343729980068
8376,post,AR,34,female,bachelors degree,12,115,104,23.594842433333334,350.9166666666667,white,111.30675057398027,-18.08703812284145,yes,17,college,1322,-0.3081025658543636
58515,post,AR,50,female,phd,17,18,18,4.596032916666666,160.95833333333334,unspecified,105.31617807887685,3.072376585301754,unspecified,NA,postcollege,1316,0.1731605478647162
15042,post,AR,52,male,high school,5,643,369,101.03498468333333,242.125,white,77.24992505278499,-7.1149592505737616,yes,8,hs,1313,-1.1121009695670703
14764,post,AR,30,male,high school,17,2101,828,269.33446305,104.83333333333333,unspecified,96.35662119210265,12.031933472075949,unspecified,NA,hs,1324,0.007301881237295262
16737,post,AR,32,female,bachelors degree,11,207,207,44.152026533333334,103.625,white,105.31617807887685,-15.068738627667301,yes,17,college,1311,-0.5648748982114365
9543,post,AR,46,female,masters degree or equivalent,19,792,783,162.80755248333332,129.95833333333334,white,114.37682353660779,0,yes,18,postcollege,1327,0.9388380829051073
35329,post,AR,54,female,associates or some college,24,98,94,22.766774966666667,95,white,123.17127353035382,5.968621234384315,yes,15,college,1306,1.9657883356323023
48446,post,AR,58,female,bachelors degree,17,122,119,25.1183863,72.25,white,93.21971245113882,15.168842213039781,yes,11,college,1322,-0.21383908856189898
19558,post,AR,55,female,masters degree or equivalent,17,201,201,37.48927521666667,70,white,114.37682353660779,-5.988268872429188,yes,16,postcollege,1325,-0.2728856273708346
25470,post,AR,39,female,masters degree or equivalent,22,236,225,83.22969265,70,hispanic,117.29430352573115,5.876970004622663,no,20,postcollege,1289,0.923044143556483
54363,post,AR,35,female,bachelors degree,9,408,299,81.76433808333333,87,white,108.3885546641786,-24.47217394861893,yes,20,college,1339,-1.7303521091120622
15916,post,AR,49,female,bachelors degree,12,489,476,106.54630771666667,295.5416666666667,white,99.27980911701225,-6.060096665873431,yes,16,college,1316,-0.8665841081565907
46457,post,AR,33,male,high school,14,224,215,47.246389916666665,71.08333333333333,white,102.39649297175713,-3.1166838547448776,yes,12,hs,1327,-0.04235912893323448
31294,post,AR,56,male,masters degree or equivalent,21,685,514,152.7109077,70.45833333333333,hispanic,117.29430352573115,3.041243857506771,yes,18,postcollege,1324,1.9243204346442446
16455,post,AR,52,male,high school,14,49,40,10.114447,71.75,white,102.39649297175713,-3.1166838547448776,yes,10,hs,1328,0.28602349963655715
35231,post,AR,56,female,bachelors degree,11,43,42,10.00661485,77.04166666666667,white,114.37682353660779,-24.129384085398243,yes,16,college,1321,-0.516632295447329
44618,post,AR,59,male,bachelors degree,10,98,98,18.408282166666666,71.04166666666667,white,83.91638071555967,3.1248480091249746,yes,16,college,1329,-0.008309169732320107
31049,post,AR,50,male,masters degree or equivalent,25,200,85,69.65319463333333,111.125,white,120.33554738323792,11.90415663300476,yes,18,postcollege,1319,1.953442966078311
17695,post,AR,53,female,associates or some college,16,1345,341,510.3155671666667,70.33333333333333,white,105.31617807887685,0,yes,14,college,1323,0.5390267605612725
54993,post,AR,26,male,masters degree or equivalent,19,489,442,177.39328628333334,70.04166666666667,white,117.29430352573115,-2.9174799891233647,yes,17,postcollege,1328,0.17108827566865767
35967,post,AR,57,female,bachelors degree,12,302,286,67.65080348333333,80.91666666666667,white,96.35662119210265,-3.1369087409638325,yes,16,college,1316,0.25027656101106416
48977,post,AR,59,male,masters degree or equivalent,16,835,780,308.2263262833333,78.75,unspecified,102.39649297175713,2.9196851071197187,unspecified,NA,postcollege,1325,-0.2272512391981145
66065,post,AR,20,female,bachelors degree,12,263,254,62.72353008333334,96.41666666666667,unspecified,96.35662119210265,-3.1369087409638325,unspecified,NA,college,1320,-0.44190425684971696
3163,post,AR,44,male,masters degree or equivalent,27,3108,2771,1471.4260733333333,74.70833333333333,white,132.23970401624268,5.840167348216539,yes,18,postcollege,1300,2.3817361767434204
23538,post,AR,51,male,bachelors degree,16,486,429,66.8404395,70.95833333333333,white,114.37682353660779,-9.060645457730942,yes,17,college,1311,0.017646233863216385
15594,post,AR,29,male,bachelors degree,14,617,473,137.1930853,431.0833333333333,black,105.31617807887685,-6.036368961864596,yes,16,college,1297,-0.4024375343456768
13485,post,AR,18,female,associates or some college,14,201,165,39.69796831666667,90.875,unspecified,102.39649297175713,-3.1166838547448776,unspecified,NA,college,1331,-0.4021078109128226
63523,post,AR,44,female,associates or some college,20,284,264,80.13231540000001,110.75,white,111.30675057398027,5.987552951750885,yes,14,college,1301,1.114633175004377
67040,post,AR,54,female,unspecified,14,994,567,297.9590899,89.33333333333333,unspecified,108.3885546641786,-9.10874554716635,unspecified,NA,unspecified,1321,-0.022061930507112425
31820,post,AR,34,female,masters degree or equivalent,25,791,493,500.2168874166667,71.875,white,132.23970401624268,0,yes,18,postcollege,1311,1.2321279863235215
34783,post,AR,58,unspecified,unspecified,11,276,275,55.129842016666665,70.66666666666667,white,73.62967004333692,16.61776940787263,yes,13,unspecified,1304,-1.6321239975047304
26850,post,AR,51,female,bachelors degree,21,1890,506,537.5573732166666,69.54166666666667,white,123.17127353035382,-2.835726147115892,yes,16,college,1325,-0.02852532495300213
26281,post,AR,34,unspecified,unspecified,19,300,242,88.39605066666667,72.83333333333333,white,90.24743945120954,24.129384085398243,yes,16,unspecified,1320,0.43392555813352207
12129,post,AR,42,female,associates or some college,21,1056,639,480.71592583333336,332.5833333333333,white,120.33554738323792,0,yes,16,college,1318,0.21983167802946496
27881,post,AR,40,male,associates or some college,8,161,159,31.078048250000002,72.08333333333333,white,77.24992505278499,3.2817508118909586,yes,14,college,1307,-1.6465096499574414
45550,post,AR,27,male,bachelors degree,16,375,284,88.44804105,70.95833333333333,white,93.21971245113882,12.096465627738027,yes,17,college,1319,0.2654556518555045
14428,post,AR,28,male,associates or some college,19,329,160,47.979729283333334,75.95833333333333,white,114.37682353660779,0,no,16,college,1303,0.7711334034568277
