ID,test_type,assessment,age,gender,education_level,raw_score,gameplays_prior,unique_days_prior,gametime_prior,days_since_first_test,ethnicity,pretest_score,delta,english_nativelang,years_edu
39609,post,AR,28,female,associates or some college,19,51,49,7.670668116666667,70.04166666666667,white,90.24743945120954,24.129384085398243,yes,14
41011,post,AR,59,unspecified,unspecified,11,207,205,43.30078295,73.16666666666667,white,80.53167586467595,9.715763586533598,yes,8
12791,post,AR,25,female,masters degree or equivalent,22,172,161,37.43012576666666,97.54166666666667,white,132.23970401624268,-9.068430485888868,yes,18
40867,post,AR,33,male,phd,21,513,430,164.95948806666667,70.04166666666667,white,114.37682353660779,5.958723846630136,yes,20
41810,post,AR,52,female,high school,21,285,285,62.50123601666667,78.29166666666667,white,117.29430352573115,3.041243857506771,yes,12
33219,post,AR,47,male,associates or some college,19,1212,451,285.0452555666667,70,white,105.31617807887685,9.060645457730942,yes,15
17954,post,AR,38,female,bachelors degree,18,91,91,17.47484975,101,unspecified,111.30675057398027,0,unspecified,NA
18920,post,AR,23,female,bachelors degree,22,1118,504,368.81719655,69.83333333333333,white,108.3885546641786,14.782718866175216,yes,16
50549,post,AR,41,female,bachelors degree,14,193,184,43.23157275,71.70833333333333,white,96.35662119210265,2.9231879249095982,no,16
22038,post,AR,46,female,masters degree or equivalent,16,152,94,23.327784416666667,71,white,102.39649297175713,2.9196851071197187,yes,18
53437,post,AR,48,female,masters degree or equivalent,20,1723,609,1006.8321045833334,82.125,white,102.39649297175713,14.897810553974026,yes,16
45662,post,AR,59,female,associates or some college,14,273,254,63.70355513333333,69.20833333333333,white,108.3885546641786,-9.10874554716635,yes,13
36019,post,AR,29,female,masters degree or equivalent,13,832,533,337.97424083333334,70.04166666666667,asian,102.39649297175713,-6.039871779654476,no,20
18716,post,AR,23,male,bachelors degree,12,496,487,89.85307835,96.83333333333333,white,102.39649297175713,-9.176780520618308,yes,16
23234,post,AR,55,female,bachelors degree,18,208,183,36.70277063333334,231.95833333333334,white,102.39649297175713,8.91025760222314,yes,16
18479,post,AR,55,male,masters degree or equivalent,16,2007,1538,427.4278757,70.25,hispanic,99.27980911701225,6.036368961864596,no,19
44069,post,AR,41,female,unspecified,16,162,151,30.2807702,117.79166666666667,white,105.31617807887685,0,yes,14
28341,post,AR,32,male,bachelors degree,18,149,123,52.036468883333335,371.0416666666667,white,114.37682353660779,-3.0700729626275205,yes,16
33843,post,AR,34,female,masters degree or equivalent,18,875,610,137.69232733333334,381.9166666666667,asian,108.3885546641786,2.9181959098016677,yes,18
42768,post,AR,46,female,bachelors degree,19,154,153,28.29118216666667,73.08333333333333,white,108.3885546641786,5.988268872429188,yes,17
10713,post,AR,27,female,bachelors degree,23,302,147,80.35190958333334,82.16666666666667,white,120.33554738323792,5.802251612955743,yes,16
7803,post,AR,44,female,high school,12,288,270,75.68743001666667,85.08333333333333,white,87.04122872468464,6.178483726454175,yes,11
43143,post,AR,47,male,bachelors degree,27,101,84,20.074852516666667,82,white,123.17127353035382,14.908597834105407,yes,16
7354,post,AR,28,female,masters degree or equivalent,14,1048,919,267.2182145666667,281.9583333333333,white,108.3885546641786,-9.10874554716635,yes,18
26142,post,AR,58,female,bachelors degree,18,388,324,101.97126983333334,70.25,asian,87.04122872468464,24.265521849295624,yes,16
63595,post,AR,30,female,masters degree or equivalent,17,193,192,33.41925225,91.16666666666667,unspecified,93.21971245113882,15.168842213039781,unspecified,NA
4425,post,AR,22,female,bachelors degree,28,319,296,87.16203286666666,69.95833333333333,white,129.13989476473813,11.57754853621222,yes,17
35415,post,AR,56,female,associates or some college,21,141,138,31.0841046,70.04166666666667,white,117.29430352573115,3.041243857506771,yes,15
44077,post,AR,43,female,unspecified,18,218,193,38.62719478333334,257.5,white,123.17127353035382,-11.864522956373548,yes,16
34153,post,AR,57,female,bachelors degree,18,218,179,78.4840851,74.125,white,108.3885546641786,2.9181959098016677,no,16
48638,post,AR,24,male,high school,8,133,84,25.059332283333333,91.75,white,70.13496580221123,10.39671006246472,yes,12
43334,post,AR,21,female,associates or some college,13,411,232,124.94086986666667,70.54166666666667,white,70.13496580221123,26.221655389891424,yes,15
35283,post,AR,24,unspecified,associates or some college,17,608,298,264.23875891666665,72.20833333333333,white,105.31617807887685,3.072376585301754,yes,15
23676,post,AR,21,female,unspecified,20,527,335,256.53830725,74.29166666666667,other,93.21971245113882,24.074591074592334,yes,15
12974,post,AR,57,male,masters degree or equivalent,14,491,490,91.79344948333333,69.875,white,90.24743945120954,9.032369665802705,no,16
63435,post,AR,58,male,masters degree or equivalent,16,238,236,44.968280883333335,103.625,white,108.3885546641786,-3.072376585301754,yes,18
30646,post,AR,21,female,associates or some college,25,138,86,32.1347357,94.83333333333333,white,120.33554738323792,11.90415663300476,yes,15
65786,post,AR,47,female,associates or some college,21,215,215,42.441382250000004,97.20833333333333,unspecified,111.30675057398027,9.028796809257656,unspecified,NA
44615,post,AR,35,female,bachelors degree,22,211,210,47.211741833333335,138.16666666666666,asian,114.37682353660779,8.794449993746028,no,16
26418,post,AR,21,female,masters degree or equivalent,15,190,146,34.39028703333334,161.20833333333334,white,93.21971245113882,9.176780520618308,yes,17
11375,post,AR,57,female,associates or some college,9,207,202,39.08645418333334,72.66666666666667,white,83.91638071555967,0,yes,13
36219,post,AR,26,female,bachelors degree,21,111,106,23.2770391,72.75,white,96.35662119210265,23.978926191135272,yes,16
42490,post,AR,52,female,masters degree or equivalent,17,280,278,57.30641056666667,70.25,white,102.39649297175713,5.992061692421473,yes,20
23818,post,AR,55,male,bachelors degree,11,588,351,134.96872071666667,100.20833333333333,unspecified,96.35662119210265,-6.109181740893106,unspecified,NA
49310,post,AR,56,male,masters degree or equivalent,22,186,185,37.80123258333333,69.95833333333333,white,114.37682353660779,8.794449993746028,yes,20
10118,post,AR,24,female,bachelors degree,14,620,502,134.63813536666666,73.66666666666667,other,93.21971245113882,6.060096665873431,no,16
13227,post,AR,47,female,masters degree or equivalent,23,238,231,49.782140766666664,89.08333333333333,unspecified,105.31617807887685,20.82162091731682,unspecified,NA
11281,post,AR,55,male,associates or some college,13,206,145,97.13292233333333,69.79166666666667,white,93.21971245113882,3.1369087409638325,yes,13
60523,post,AR,50,female,bachelors degree,17,153,117,26.65823135,71.08333333333333,white,111.30675057398027,-2.9181959098016677,yes,17
11734,post,AR,38,male,bachelors degree,13,273,237,43.451938266666666,105,white,102.39649297175713,-6.039871779654476,yes,16
2366,post,AR,34,female,masters degree or equivalent,20,2931,766,1227.50934615,104.125,unspecified,117.29430352573115,0,unspecified,NA
6954,post,AR,22,male,associates or some college,15,143,104,23.16189125,75.875,unspecified,120.33554738323792,-17.939054411480797,yes,15
54914,post,AR,23,female,associates or some college,14,104,97,29.702862183333334,231.375,white,102.39649297175713,-3.1166838547448776,yes,13
22053,post,AR,34,female,associates or some college,8,585,463,209.545524,70,white,77.24992505278499,3.2817508118909586,yes,14
63447,post,AR,25,female,masters degree or equivalent,27,109,88,30.81032198333333,91.20833333333333,asian,146.10696366801557,-8.027092303556344,yes,17
6041,post,AR,54,male,masters degree or equivalent,15,63,63,10.94278675,74.91666666666667,white,93.21971245113882,9.176780520618308,unspecified,18
3845,post,AR,53,female,masters degree or equivalent,21,1973,934,592.3493849333333,73.91666666666667,unspecified,114.37682353660779,5.958723846630136,yes,20
43092,post,AR,44,female,bachelors degree,18,573,529,151.58808913333334,70.54166666666667,white,105.31617807887685,5.990572495103422,yes,16
50868,post,AR,40,female,masters degree or equivalent,21,403,364,86.66555866666667,90.875,white,129.13989476473813,-8.804347381500207,yes,18
37918,post,AR,44,unspecified,unspecified,18,749,211,251.40745943333334,70.08333333333333,white,105.31617807887685,5.990572495103422,yes,14
36401,post,AR,33,female,associates or some college,23,221,203,53.7415054,70,white,111.30675057398027,14.8310484222134,yes,15
22197,post,AR,51,male,high school,7,901,886,168.58909608333335,70,white,90.24743945120954,-12.997514398424556,yes,12
7280,post,AR,47,female,associates or some college,21,399,386,84.88514823333334,187.08333333333334,white,108.3885546641786,11.946992719059324,yes,14
58719,post,AR,33,unspecified,unspecified,25,325,297,79.39684266666667,72.83333333333333,white,135.20157075228917,-2.9618667360464883,yes,20
11322,post,AR,45,male,masters degree or equivalent,16,701,641,183.30474355,105.875,unspecified,102.39649297175713,2.9196851071197187,unspecified,NA
11527,post,AR,44,female,masters degree or equivalent,17,700,331,162.46105826666667,92.33333333333333,unspecified,102.39649297175713,5.992061692421473,unspecified,NA
20480,post,AR,56,female,high school,9,24,24,3.805474133333333,89.16666666666667,unspecified,87.04122872468464,-3.1248480091249746,unspecified,NA
8095,post,AR,55,male,bachelors degree,16,657,655,123.88268521666667,70.04166666666667,white,108.3885546641786,-3.072376585301754,yes,16
61052,post,AR,18,female,associates or some college,11,407,399,131.32009033333333,70.25,white,102.39649297175713,-12.149053520547582,yes,13
67849,post,AR,59,female,associates or some college,17,419,354,110.59130926666667,89.95833333333333,unspecified,87.04122872468464,21.347325939493956,unspecified,NA
68840,post,AR,25,female,bachelors degree,14,160,156,30.623720933333335,95,unspecified,93.21971245113882,6.060096665873431,unspecified,NA
46575,post,AR,45,female,bachelors degree,27,927,345,296.8964393166667,73.83333333333333,asian,108.3885546641786,29.691316700280623,yes,18
34819,post,AR,37,male,associates or some college,4,1146,637,339.0106725666667,73.95833333333333,unspecified,62.201578340765224,3.66151501776244,unspecified,NA
15559,post,AR,50,male,unspecified,24,327,286,82.3962242,89.54166666666667,unspecified,111.30675057398027,17.833144190757864,unspecified,NA
12415,post,AR,35,female,associates or some college,20,142,137,24.957056733333335,165,unspecified,87.04122872468464,30.25307480104651,unspecified,NA
45260,post,AR,38,female,phd,22,142,135,28.612834566666667,82.16666666666667,white,123.17127353035382,0,yes,20
967,post,AR,28,male,some high school,20,537,362,82.12404033333334,89.70833333333333,unspecified,105.31617807887685,11.978125446854307,unspecified,NA
18963,post,AR,40,male,masters degree or equivalent,23,54,54,10.329887083333332,86.83333333333333,white,126.13779899619367,0,yes,19
13793,post,AR,37,male,masters degree or equivalent,26,187,131,72.08470321666667,70.91666666666667,white,123.17127353035382,12.030297221935356,yes,19
17363,post,AR,52,female,masters degree or equivalent,17,280,252,31.06213711666667,88,white,114.37682353660779,-5.988268872429188,yes,18
33549,post,AR,35,male,associates or some college,21,148,137,29.643271033333335,70.08333333333333,other,105.31617807887685,15.019369304361078,yes,14
43883,post,AR,50,female,bachelors degree,10,1295,1210,188.53082173333334,90.08333333333333,unspecified,102.39649297175713,-15.355264247072483,unspecified,NA
57806,post,AR,43,male,masters degree or equivalent,21,403,371,105.896226,92.08333333333333,white,102.39649297175713,17.939054411480797,yes,18
50553,post,AR,24,female,associates or some college,16,594,464,182.894392,89.91666666666667,unspecified,114.37682353660779,-9.060645457730942,unspecified,NA
30403,post,AR,56,female,masters degree or equivalent,7,473,364,132.6467414,69.5,white,77.24992505278499,0,yes,17
49408,post,AR,57,male,bachelors degree,14,161,140,31.1759931,70,white,93.21971245113882,6.060096665873431,yes,17
13261,post,AR,17,female,unspecified,14,277,252,81.46602018333333,129.70833333333334,white,105.31617807887685,-6.036368961864596,yes,11
57756,post,AR,59,female,high school,17,367,365,71.63563738333333,157.79166666666666,white,114.37682353660779,-5.988268872429188,yes,12
15887,post,AR,56,female,high school,11,804,796,154.97932101666666,71.125,white,96.35662119210265,-6.109181740893106,yes,12
34332,post,AR,52,female,bachelors degree,16,50,49,10.7963763,85,native_american,105.31617807887685,0,yes,16
64764,post,AR,32,female,associates or some college,22,385,360,92.76681548333333,90.75,unspecified,108.3885546641786,14.782718866175216,unspecified,NA
17547,post,AR,24,male,bachelors degree,24,147,144,20.620804733333333,75.29166666666667,white,123.17127353035382,5.968621234384315,yes,17
67044,post,AR,29,female,masters degree or equivalent,22,1126,1033,318.38673678333333,95.875,unspecified,126.13779899619367,-2.966525465839851,unspecified,NA
48452,post,AR,37,female,bachelors degree,25,605,247,239.02111380000002,101.16666666666667,unspecified,114.37682353660779,17.862880479634896,unspecified,NA
24535,post,AR,48,unspecified,unspecified,22,715,703,148.78183395,98.04166666666667,unspecified,117.29430352573115,5.876970004622663,unspecified,NA
53668,post,AR,59,male,masters degree or equivalent,23,266,264,52.864998283333335,70.75,white,114.37682353660779,11.760975459585879,yes,20
38030,post,AR,47,female,unspecified,13,175,171,35.11410063333334,69.66666666666667,white,102.39649297175713,-6.039871779654476,yes,17
12156,post,AR,54,female,bachelors degree,17,332,309,71.66035441666666,69.08333333333333,white,99.27980911701225,9.10874554716635,yes,16
63570,post,AR,55,female,associates or some college,12,776,498,323.2208275666667,104.70833333333333,unspecified,93.21971245113882,0,unspecified,NA
21775,post,AR,52,female,bachelors degree,17,60,60,10.092222166666668,70.33333333333333,white,111.30675057398027,-2.9181959098016677,yes,16
42567,post,AR,23,female,bachelors degree,21,500,265,193.21967076666667,126.75,white,105.31617807887685,15.019369304361078,yes,15
60268,post,AR,47,male,associates or some college,20,222,215,43.72024901666667,230.91666666666666,white,105.31617807887685,11.978125446854307,yes,14
31980,post,AR,42,male,unspecified,18,150,134,28.70322661666667,106.41666666666667,unspecified,120.33554738323792,-9.028796809257656,unspecified,NA
23401,post,AR,55,male,associates or some college,15,23,19,4.293663316666667,138.375,native_american,105.31617807887685,-2.9196851071197187,yes,14
57191,post,AR,29,female,bachelors degree,15,468,303,148.05472478333334,74.625,white,105.31617807887685,-2.9196851071197187,yes,15
44821,post,AR,57,female,bachelors degree,13,266,237,62.67929866666667,70.04166666666667,white,111.30675057398027,-14.950129381877616,yes,16
5904,post,AR,52,female,bachelors degree,19,316,311,60.905597633333336,94.91666666666667,unspecified,117.29430352573115,-2.9174799891233647,unspecified,NA
27512,post,AR,18,unspecified,unspecified,19,432,310,152.18942568333333,70.91666666666667,white,87.04122872468464,27.335594811923144,yes,11
23287,post,AR,39,unspecified,unspecified,8,376,325,103.81350568333333,70,white,80.53167586467595,0,yes,12
25681,post,AR,34,male,masters degree or equivalent,12,580,439,154.09115428333334,70,asian,99.27980911701225,-6.060096665873431,no,16
29923,post,AR,44,female,unspecified,13,78,76,14.615571366666668,82.20833333333333,white,105.31617807887685,-8.959556886774195,yes,11
33504,post,AR,37,unspecified,unspecified,14,28,25,5.328508,71,asian,108.3885546641786,-9.10874554716635,yes,16
53784,post,AR,53,female,bachelors degree,17,1092,577,392.35730273333337,71.625,white,87.04122872468464,21.347325939493956,yes,16
27832,post,AR,53,female,bachelors degree,15,619,233,239.40977303333332,30.125,white,99.27980911701225,3.1166838547448776,yes,16
61801,post,AR,52,female,masters degree or equivalent,10,80,77,19.333085966666665,70.625,hispanic,87.04122872468464,0,yes,18
13174,post,AR,53,female,associates or some college,14,188,187,49.52169325,92.91666666666667,unspecified,83.91638071555967,15.36342840145258,unspecified,NA
61495,post,AR,33,female,bachelors degree,15,495,468,171.0889832,71,white,83.91638071555967,18.480112256197458,yes,16
44049,post,AR,56,female,bachelors degree,23,209,207,39.99151806666667,77.91666666666667,white,111.30675057398027,14.8310484222134,yes,16
61321,post,AR,28,female,unspecified,26,62,46,29.834472200000004,238.41666666666666,white,120.33554738323792,14.866023369051248,yes,14
66327,post,AR,55,male,masters degree or equivalent,23,219,215,49.790102383333334,90.95833333333333,unspecified,117.29430352573115,8.843495470462514,unspecified,NA
13486,post,AR,34,male,associates or some college,13,77,72,16.214049683333332,100.79166666666667,white,77.24992505278499,19.106696139317663,yes,12
9186,post,AR,24,male,masters degree or equivalent,13,391,373,72.92439233333333,237.04166666666666,asian,90.24743945120954,6.109181740893106,no,17
17839,post,AR,59,female,masters degree or equivalent,9,1515,1002,349.67259875,71.04166666666667,unspecified,87.04122872468464,-3.1248480091249746,unspecified,NA
58843,post,AR,57,male,high school,11,993,855,367.9614618333333,90.875,white,93.21971245113882,-2.972272999929274,yes,12
45700,post,AR,39,male,unspecified,20,854,277,311.30683163333333,77.16666666666667,other,120.33554738323792,-3.041243857506771,yes,16
15429,post,AR,43,male,high school,15,216,209,49.32109903333333,71.08333333333333,unspecified,111.30675057398027,-8.91025760222314,unspecified,NA
13101,post,AR,32,male,masters degree or equivalent,17,844,796,173.75419628333333,399.7916666666667,unspecified,105.31617807887685,3.072376585301754,yes,18
40062,post,AR,45,female,bachelors degree,15,139,138,26.204469833333334,72.70833333333333,white,117.29430352573115,-14.897810553974026,yes,13
14254,post,AR,52,female,bachelors degree,12,824,433,149.67670786666667,69.79166666666667,white,90.24743945120954,2.972272999929274,no,16
68896,post,AR,46,female,associates or some college,18,349,331,96.75297976666667,90,unspecified,93.21971245113882,18.08703812284145,unspecified,NA
29882,post,AR,45,male,bachelors degree,16,1815,382,694.8140806666667,70.125,white,102.39649297175713,2.9196851071197187,yes,16
50468,post,AR,56,female,associates or some college,13,445,310,140.30375746666667,69.625,white,90.24743945120954,6.109181740893106,yes,14
14808,post,AR,58,female,associates or some college,11,421,391,89.21703845,71.29166666666667,white,83.91638071555967,6.331058735649876,yes,15
3944,post,AR,50,female,bachelors degree,17,841,808,216.71600076666667,73.20833333333333,white,111.30675057398027,-2.9181959098016677,yes,16
12392,post,AR,56,female,associates or some college,17,766,214,277.7455713333333,70.125,white,105.31617807887685,3.072376585301754,yes,12
6844,post,AR,59,female,associates or some college,15,258,234,57.566217933333334,69.875,white,93.21971245113882,9.176780520618308,yes,14
10095,post,AR,32,male,masters degree or equivalent,30,2264,2161,553.8077453,70.20833333333333,unspecified,126.13779899619367,19.9691646718219,unspecified,NA
180,post,AR,38,male,masters degree or equivalent,19,597,507,102.0639403,70.75,white,102.39649297175713,11.98033056485066,unspecified,18
9084,post,AR,24,female,bachelors degree,20,671,456,121.57982631666667,132,white,120.33554738323792,-3.041243857506771,yes,16
23787,post,AR,17,female,unspecified,19,168,165,40.4989642,72,white,120.33554738323792,-5.958723846630136,yes,11
7264,post,AR,20,unspecified,high school,20,197,170,68.75083863333333,179.91666666666666,white,114.37682353660779,2.9174799891233647,yes,11
22391,post,AR,47,female,associates or some college,17,634,620,105.12356951666666,89.91666666666667,unspecified,99.27980911701225,9.10874554716635,unspecified,NA
68956,post,AR,30,female,masters degree or equivalent,22,782,629,243.1017648,90,unspecified,114.37682353660779,8.794449993746028,unspecified,NA
63,post,AR,51,female,associates or some college,5,1152,486,392.87487861666665,70,pacific_islander,102.39649297175713,-32.2615271695459,yes,16
13431,post,AR,58,female,bachelors degree,16,103,96,31.688423583333336,71,white,108.3885546641786,-3.072376585301754,yes,16
65649,post,AR,50,female,associates or some college,17,1135,828,613.5268201833334,93.83333333333333,unspecified,99.27980911701225,9.10874554716635,unspecified,NA
53731,post,AR,29,male,associates or some college,13,790,763,199.40605713333335,72.91666666666667,white,99.27980911701225,-2.9231879249095982,yes,14
27341,post,AR,19,female,associates or some college,11,158,128,52.76280728333334,78.95833333333333,white,102.39649297175713,-12.149053520547582,yes,13
12623,post,AR,31,male,bachelors degree,15,635,415,288.95126021666664,163.125,white,99.27980911701225,3.1166838547448776,unspecified,16
37314,post,AR,31,male,bachelors degree,15,318,310,83.93503441666667,69.625,asian,105.31617807887685,-2.9196851071197187,yes,16
13458,post,AR,39,female,associates or some college,19,2459,1470,347.6901961666667,70.54166666666667,white,105.31617807887685,9.060645457730942,yes,14
67083,post,AR,55,female,bachelors degree,24,418,375,108.28226598333333,91.58333333333333,unspecified,132.23970401624268,-3.0998092515045528,unspecified,NA
31995,post,AR,51,female,bachelors degree,16,643,202,242.30298705,78.29166666666667,white,105.31617807887685,0,yes,16
21114,post,AR,35,female,bachelors degree,23,71,39,12.69303725,185.08333333333334,white,126.13779899619367,0,yes,12
34220,post,AR,23,unspecified,unspecified,13,69,64,16.47603635,80.33333333333333,white,96.35662119210265,0,yes,8
36017,post,AR,52,female,bachelors degree,15,243,206,53.78303738333334,92,unspecified,102.39649297175713,0,unspecified,NA
61124,post,AR,38,male,associates or some college,21,207,200,44.10849666666667,111.95833333333333,white,102.39649297175713,17.939054411480797,yes,14
38232,post,AR,20,female,associates or some college,14,175,174,38.68342581666667,71.08333333333333,white,111.30675057398027,-12.026941456968018,yes,14
61241,post,AR,37,male,masters degree or equivalent,24,1002,426,194.03043113333334,155.20833333333334,other,105.31617807887685,23.823716685861285,yes,19
35559,post,AR,18,male,high school,12,58,57,16.134342716666666,74,white,96.35662119210265,-3.1369087409638325,yes,12
44372,post,AR,34,female,some high school,17,347,302,105.75675345,70.625,native_american,90.24743945120954,18.141115212969055,yes,12
46033,post,AR,25,female,masters degree or equivalent,22,168,160,35.21874925,72.20833333333333,white,129.13989476473813,-5.968621234384315,yes,18
66927,post,AR,59,female,high school,15,1450,748,739.1931487,90.04166666666667,unspecified,90.24743945120954,12.149053520547582,unspecified,NA
28582,post,AR,55,female,associates or some college,18,708,341,398.4890821166667,69.875,native_american,105.31617807887685,5.990572495103422,yes,14
55426,post,AR,23,male,bachelors degree,17,213,210,45.1833567,69.95833333333333,white,126.13779899619367,-17.749244332015067,yes,16
41123,post,AR,43,male,associates or some college,9,72,71,12.67411735,110.875,white,87.04122872468464,-3.1248480091249746,yes,13
1777,post,AR,48,female,masters degree or equivalent,18,832,757,237.11769886666667,131.79166666666666,white,114.37682353660779,-3.0700729626275205,yes,20
16191,post,AR,52,female,bachelors degree,11,306,75,139.87179088333335,76.58333333333333,white,102.39649297175713,-12.149053520547582,yes,16
54212,post,AR,50,female,bachelors degree,13,35,35,6.535167666666667,129.91666666666666,white,80.53167586467595,15.824945327426704,yes,16
19280,post,AR,31,female,bachelors degree,13,395,377,99.25672993333333,90.125,white,102.39649297175713,-6.039871779654476,yes,15
63174,post,AR,35,female,high school,5,138,108,35.1898375,124.66666666666667,other,87.04122872468464,-16.906262922473417,yes,12
68317,post,AR,31,male,unspecified,22,377,258,160.53098713333335,90.125,unspecified,123.17127353035382,0,unspecified,NA
35542,post,AR,57,unspecified,unspecified,12,690,437,212.38490118333334,70.04166666666667,white,108.3885546641786,-15.168842213039781,yes,18
58416,post,AR,50,female,associates or some college,21,210,181,68.52248328333333,75,white,114.37682353660779,5.958723846630136,yes,14
63004,post,AR,52,female,associates or some college,13,343,314,73.80889876666667,111.45833333333333,white,93.21971245113882,3.1369087409638325,yes,16
499,post,AR,55,female,bachelors degree,19,117,105,31.240022633333332,70.04166666666667,white,117.29430352573115,-2.9174799891233647,yes,16
42578,post,AR,27,female,masters degree or equivalent,21,1184,576,618.4794808833334,69.25,white,111.30675057398027,9.028796809257656,yes,17
44703,post,AR,52,female,bachelors degree,14,240,162,70.718761,94,white,80.53167586467595,18.748133252336302,yes,14
41592,post,AR,37,female,masters degree or equivalent,21,149,90,75.77767048333334,308.0416666666667,white,117.29430352573115,3.041243857506771,yes,18
19760,post,AR,27,male,bachelors degree,21,32,32,5.819466833333333,89.16666666666667,asian,120.33554738323792,0,yes,16
7227,post,AR,23,male,bachelors degree,25,232,227,54.37319465,71.83333333333333,other,135.20157075228917,-2.9618667360464883,no,16
61390,post,AR,45,male,bachelors degree,20,364,340,96.27232401666667,69.45833333333333,white,126.13779899619367,-8.843495470462514,yes,17
41368,post,AR,38,male,unspecified,22,422,337,115.86837425,75.375,asian,126.13779899619367,-2.966525465839851,no,14
43960,post,AR,53,female,high school,4,686,511,240.28443656666667,128,unspecified,77.24992505278499,-11.386831694257324,yes,12
13692,post,AR,25,male,associates or some college,20,568,170,230.46534836666666,183.20833333333334,white,117.29430352573115,0,yes,17
47978,post,AR,21,male,associates or some college,20,68,68,17.016801633333333,195.79166666666666,white,99.27980911701225,18.014494408718903,yes,12
43257,post,AR,28,female,masters degree or equivalent,17,213,163,61.15361923333334,70.875,white,105.31617807887685,3.072376585301754,no,19
63790,post,AR,57,female,bachelors degree,14,701,699,131.77938913333332,89.95833333333333,unspecified,87.04122872468464,12.238580392327606,unspecified,NA
16837,post,AR,56,male,bachelors degree,21,9,8,0.4396266666666667,130.75,asian,126.13779899619367,-5.802251612955743,no,16
68136,post,AR,32,male,bachelors degree,21,406,284,143.32588581666667,95.66666666666667,unspecified,102.39649297175713,17.939054411480797,unspecified,NA
33419,post,AR,48,unspecified,unspecified,22,146,137,33.91344598333333,70.83333333333333,white,102.39649297175713,20.77478055859669,yes,17
12277,post,AR,28,male,associates or some college,19,4373,4159,1948.6460365,69.95833333333333,hispanic,114.37682353660779,0,yes,15
11184,post,AR,24,male,bachelors degree,15,113,107,22.031423666666665,69.79166666666667,white,96.35662119210265,6.039871779654476,yes,16
27072,post,AR,33,female,masters degree or equivalent,20,82,51,20.189468833333333,95.79166666666667,white,83.91638071555967,33.377922810171484,yes,18
30168,post,AR,54,unspecified,unspecified,23,331,251,86.69465705,70.08333333333333,white,111.30675057398027,14.8310484222134,yes,20
57100,post,AR,57,female,associates or some college,14,114,77,20.767101833333335,70.95833333333333,white,102.39649297175713,-3.1166838547448776,yes,NA
7520,post,AR,59,female,bachelors degree,22,1001,674,232.49232743333334,187.08333333333334,white,111.30675057398027,11.864522956373548,yes,16
47399,post,AR,57,female,associates or some college,15,423,344,110.1131008,71.08333333333333,white,102.39649297175713,0,yes,13
30927,post,AR,47,female,bachelors degree,12,172,172,35.0370311,72.625,white,117.29430352573115,-24.074591074592334,yes,16
8984,post,AR,25,male,associates or some college,17,350,342,69.0122271,93.95833333333333,unspecified,120.33554738323792,-11.946992719059324,unspecified,NA
13006,post,AR,54,male,associates or some college,13,510,328,147.08104665,79.91666666666667,white,90.24743945120954,6.109181740893106,yes,14
65817,post,AR,51,female,bachelors degree,17,147,135,38.29993458333333,91.375,unspecified,102.39649297175713,5.992061692421473,unspecified,NA
34213,post,AR,54,female,bachelors degree,17,175,170,38.13452641666667,75.875,white,111.30675057398027,-2.9181959098016677,yes,12
